업종명,소속종목수,소속종목명,ROE,PER,PBR,DVR,PER_AVG,url
기계,94,진성티이씨,12.00,12.41,1.24,1.85,20.93,https://finance.naver.com/item/main.naver?code=036890
기계,94,에너토크,7.72,37.50,2.67,0.55,20.93,https://finance.naver.com/item/main.naver?code=019990
기계,94,강원에너지,14.29,38.16,5.06,N/A,20.93,https://finance.naver.com/item/main.naver?code=114190
기계,94,포메탈,5.85,24.24,1.39,1.08,20.93,https://finance.naver.com/item/main.naver?code=119500
기계,94,동일금속,12.00,11.28,1.20,1.20,20.93,https://finance.naver.com/item/main.naver?code=109860
기계,94,우진플라임 ,36.74,3.04,0.95,1.11,20.93,https://finance.naver.com/item/main.naver?code=049800
기계,94,현대엘리베이 ,16.18,6.95,1.05,2.69,20.93,https://finance.naver.com/item/main.naver?code=017800
기계,94,수산중공업 ,13.78,10.10,1.29,0.32,20.93,https://finance.naver.com/item/main.naver?code=017550
기계,94,디와이 ,-3.35,N/A,0.50,1.69,20.93,https://finance.naver.com/item/main.naver?code=013570
기계,94,티에스넥스젠,-17.82,N/A,2.47,N/A,20.93,https://finance.naver.com/item/main.naver?code=043220
기계,94,서암기계공업,2.47,56.56,1.39,0.51,20.93,https://finance.naver.com/item/main.naver?code=100660
기계,94,대창단조 ,15.45,4.89,0.63,2.36,20.93,https://finance.naver.com/item/main.naver?code=015230
기계,94,티에스아이,17.56,25.56,3.98,N/A,20.93,https://finance.naver.com/item/main.naver?code=277880
기계,94,하이록코리아,7.72,13.15,0.93,1.95,20.93,https://finance.naver.com/item/main.naver?code=013030
기계,94,현대에버다임,-10.24,N/A,0.85,N/A,20.93,https://finance.naver.com/item/main.naver?code=041440
기계,94,SIMPAC ,24.17,3.23,0.60,3.08,20.93,https://finance.naver.com/item/main.naver?code=009160
기계,94,성광벤드,6.37,16.00,0.97,0.63,20.93,https://finance.naver.com/item/main.naver?code=014620
기계,94,혜인 ,3.53,23.98,0.71,1.78,20.93,https://finance.naver.com/item/main.naver?code=003010
기계,94,흥국,11.13,8.93,0.88,2.92,20.93,https://finance.naver.com/item/main.naver?code=010240
기계,94,프리엠스,1.40,66.12,0.84,0.56,20.93,https://finance.naver.com/item/main.naver?code=053160
기계,94,자비스,-43.81,N/A,4.42,N/A,20.93,https://finance.naver.com/item/main.naver?code=254120
기계,94,코윈테크,5.48,46.11,2.38,0.36,20.93,https://finance.naver.com/item/main.naver?code=282880
기계,94,광림,-14.38,N/A,0.81,N/A,20.93,https://finance.naver.com/item/main.naver?code=014200
기계,94,두산밥캣 ,9.14,8.46,0.76,3.39,20.93,https://finance.naver.com/item/main.naver?code=241560
기계,94,에이프로젠 ,-3.24,N/A,0.88,N/A,20.93,https://finance.naver.com/item/main.naver?code=007460
기계,94,이엔플러스 ,-22.69,N/A,1.85,N/A,20.93,https://finance.naver.com/item/main.naver?code=074610
기계,94,기신정기 ,3.09,14.02,0.43,4.10,20.93,https://finance.naver.com/item/main.naver?code=092440
기계,94,비엠티,6.56,26.68,1.67,0.88,20.93,https://finance.naver.com/item/main.naver?code=086670
기계,94,와이지-원,9.21,8.11,0.71,2.57,20.93,https://finance.naver.com/item/main.naver?code=019210
기계,94,KC그린홀딩스 ,-0.24,N/A,0.56,1.76,20.93,https://finance.naver.com/item/main.naver?code=009440
기계,94,에쎈테크,3.43,84.17,2.83,N/A,20.93,https://finance.naver.com/item/main.naver?code=043340
기계,94,나인테크,,N/A,5.55,N/A,20.93,https://finance.naver.com/item/main.naver?code=267320
기계,94,테라사이언스,-5.67,N/A,3.35,N/A,20.93,https://finance.naver.com/item/main.naver?code=073640
기계,94,화천기공 ,4.17,6.16,0.24,2.95,20.93,https://finance.naver.com/item/main.naver?code=000850
기계,94,에스엠코어,1.66,126.14,2.06,0.69,20.93,https://finance.naver.com/item/main.naver?code=007820
기계,94,에이치케이,8.24,7.98,0.63,2.11,20.93,https://finance.naver.com/item/main.naver?code=044780
기계,94,대창솔루션,-36.81,N/A,2.07,N/A,20.93,https://finance.naver.com/item/main.naver?code=096350
기계,94,KC코트렐 ,-38.46,N/A,1.97,N/A,20.93,https://finance.naver.com/item/main.naver?code=119650
기계,94,영풍정밀,4.50,10.46,0.46,3.85,20.93,https://finance.naver.com/item/main.naver?code=036560
기계,94,아세아텍,8.96,7.22,0.59,1.67,20.93,https://finance.naver.com/item/main.naver?code=050860
기계,94,휴림로봇,-23.86,N/A,6.36,N/A,20.93,https://finance.naver.com/item/main.naver?code=090710
기계,94,나라엠앤디,3.92,30.52,1.14,0.70,20.93,https://finance.naver.com/item/main.naver?code=051490
기계,94,대모,10.45,13.02,1.31,2.38,20.93,https://finance.naver.com/item/main.naver?code=317850
기계,94,CNT85,-30.53,N/A,5.56,N/A,20.93,https://finance.naver.com/item/main.naver?code=056730
기계,94,코메론,9.60,5.30,0.47,2.12,20.93,https://finance.naver.com/item/main.naver?code=049430
기계,94,3S,6.10,55.40,3.31,N/A,20.93,https://finance.naver.com/item/main.naver?code=060310
기계,94,한국정밀기계,-23.35,N/A,0.26,N/A,20.93,https://finance.naver.com/item/main.naver?code=101680
기계,94,참존글로벌,58.63,10.91,2.96,N/A,20.93,https://finance.naver.com/item/main.naver?code=158310
기계,94,스맥,-21.99,N/A,1.06,N/A,20.93,https://finance.naver.com/item/main.naver?code=099440
기계,94,뉴로스,3.41,46.46,1.55,N/A,20.93,https://finance.naver.com/item/main.naver?code=126870
기계,94,부스타,0.36,152.06,0.52,1.16,20.93,https://finance.naver.com/item/main.naver?code=008470
기계,94,큐로 ,-4.98,N/A,0.85,N/A,20.93,https://finance.naver.com/item/main.naver?code=015590
기계,94,EV수성,-34.41,N/A,2.31,N/A,20.93,https://finance.naver.com/item/main.naver?code=084180
기계,94,파라텍,5.61,15.29,0.80,N/A,20.93,https://finance.naver.com/item/main.naver?code=033540
기계,94,디케이락,8.67,11.53,0.97,1.74,20.93,https://finance.naver.com/item/main.naver?code=105740
기계,94,아스플로,,25.61,2.46,N/A,20.93,https://finance.naver.com/item/main.naver?code=159010
기계,94,에이비프로바이오,-7.09,N/A,1.49,N/A,20.93,https://finance.naver.com/item/main.naver?code=195990
기계,94,태광,4.52,25.07,1.09,0.54,20.93,https://finance.naver.com/item/main.naver?code=023160
기계,94,원방테크,10.45,9.83,0.98,2.68,20.93,https://finance.naver.com/item/main.naver?code=053080
기계,94,엔케이 ,12.64,7.03,0.82,N/A,20.93,https://finance.naver.com/item/main.naver?code=085310
기계,94,TPC,-0.73,N/A,1.72,0.77,20.93,https://finance.naver.com/item/main.naver?code=048770
기계,94,대동기어,5.29,21.62,1.12,0.45,20.93,https://finance.naver.com/item/main.naver?code=008830
기계,94,신진에스엠,8.45,12.35,0.98,1.47,20.93,https://finance.naver.com/item/main.naver?code=138070
기계,94,대동 ,11.55,6.54,0.67,0.66,20.93,https://finance.naver.com/item/main.naver?code=000490
기계,94,우림피티에스,4.87,28.72,1.35,1.21,20.93,https://finance.naver.com/item/main.naver?code=101170
기계,94,씨에스베어링,-8.99,N/A,4.82,N/A,20.93,https://finance.naver.com/item/main.naver?code=297090
기계,94,알에스오토메이션,5.71,60.92,3.30,N/A,20.93,https://finance.naver.com/item/main.naver?code=140670
기계,94,디와이피엔에프,-1.56,N/A,4.01,0.26,20.93,https://finance.naver.com/item/main.naver?code=104460
기계,94,현대로템 ,6.13,39.88,2.49,N/A,20.93,https://finance.naver.com/item/main.naver?code=064350
기계,94,에스에프에이,10.69,13.08,1.32,2.83,20.93,https://finance.naver.com/item/main.naver?code=056190
기계,94,화성밸브,,24.63,0.96,N/A,20.93,https://finance.naver.com/item/main.naver?code=039610
기계,94,로보스타,0.87,269.74,2.32,N/A,20.93,https://finance.naver.com/item/main.naver?code=090360
기계,94,삼익THK ,7.65,18.79,1.39,2.24,20.93,https://finance.naver.com/item/main.naver?code=004380
기계,94,두산에너빌리티 ,1.31,166.54,1.84,N/A,20.93,https://finance.naver.com/item/main.naver?code=034020
기계,94,에이테크솔루션,7.83,22.17,1.64,N/A,20.93,https://finance.naver.com/item/main.naver?code=071670
기계,94,해성티피씨,-1.00,N/A,1.90,N/A,20.93,https://finance.naver.com/item/main.naver?code=059270
기계,94,한국테크놀로지,-86.12,N/A,3.20,N/A,20.93,https://finance.naver.com/item/main.naver?code=053590
기계,94,한신기계 ,1.24,273.82,3.14,0.48,20.93,https://finance.naver.com/item/main.naver?code=011700
기계,94,TYM ,36.39,4.28,1.12,0.79,20.93,https://finance.naver.com/item/main.naver?code=002900
기계,94,에스피시스템스,-3.94,N/A,2.64,N/A,20.93,https://finance.naver.com/item/main.naver?code=317830
기계,94,넥스턴바이오,3.42,28.11,0.91,N/A,20.93,https://finance.naver.com/item/main.naver?code=089140
기계,94,레인보우로보틱스,1.86,N/A,10.34,N/A,20.93,https://finance.naver.com/item/main.naver?code=277810
기계,94,유일로보틱스,,52.37,6.25,N/A,20.93,https://finance.naver.com/item/main.naver?code=388720
기계,94,조광ILI,-4.96,N/A,2.02,N/A,20.93,https://finance.naver.com/item/main.naver?code=044060
기계,94,우진 ,6.06,31.85,1.84,0.75,20.93,https://finance.naver.com/item/main.naver?code=105840
기계,94,로보티즈,1.50,246.28,3.67,N/A,20.93,https://finance.naver.com/item/main.naver?code=108490
기계,94,대성하이텍,,19.86,4.03,N/A,20.93,https://finance.naver.com/item/main.naver?code=129920
기계,94,케이피에프,4.84,17.96,0.75,N/A,20.93,https://finance.naver.com/item/main.naver?code=024880
다각화된소비자서비스,1,이상네트웍스,7.07,7.90,0.54,1.57,7.92,https://finance.naver.com/item/main.naver?code=080010
건축자재,44,다스코 ,4.58,18.93,0.85,N/A,27.82,https://finance.naver.com/item/main.naver?code=058730
건축자재,44,LX하우시스 ,-6.72,N/A,0.55,0.67,27.82,https://finance.naver.com/item/main.naver?code=108670
건축자재,44,조광페인트 ,-11.24,N/A,0.47,1.24,27.82,https://finance.naver.com/item/main.naver?code=004910
건축자재,44,이건산업 ,2.52,19.93,0.47,2.23,27.82,https://finance.naver.com/item/main.naver?code=008250
건축자재,44,에스와이,4.51,22.35,0.95,N/A,27.82,https://finance.naver.com/item/main.naver?code=109610
건축자재,44,보광산업,14.16,21.94,3.00,2.25,27.82,https://finance.naver.com/item/main.naver?code=225530
건축자재,44,중앙디앤엠,-47.47,N/A,0.63,N/A,27.82,https://finance.naver.com/item/main.naver?code=051980
건축자재,44,LX하우시스우 ,-6.72,N/A,0.25,1.70,27.82,https://finance.naver.com/item/main.naver?code=108675
건축자재,44,KCC ,-4.83,N/A,0.43,2.30,27.82,https://finance.naver.com/item/main.naver?code=002380
건축자재,44,서산,,18.39,0.65,N/A,27.82,https://finance.naver.com/item/main.naver?code=079650
건축자재,44,노루홀딩스 ,0.92,47.02,0.33,3.80,27.82,https://finance.naver.com/item/main.naver?code=000320
건축자재,44,홈센타홀딩스,9.03,15.98,1.38,N/A,27.82,https://finance.naver.com/item/main.naver?code=060560
건축자재,44,노루페인트 ,4.99,10.90,0.53,2.97,27.82,https://finance.naver.com/item/main.naver?code=090350
건축자재,44,쌍용C&E; ,7.28,29.53,2.22,6.34,27.82,https://finance.naver.com/item/main.naver?code=003410
건축자재,44,KCC글라스 ,,7.00,0.56,4.86,27.82,https://finance.naver.com/item/main.naver?code=344820
건축자재,44,아세아시멘트 ,8.80,6.40,0.54,1.76,27.82,https://finance.naver.com/item/main.naver?code=183190
건축자재,44,동양 ,0.36,95.42,0.29,3.49,27.82,https://finance.naver.com/item/main.naver?code=001520
건축자재,44,한일홀딩스 ,4.74,5.16,0.24,4.67,27.82,https://finance.naver.com/item/main.naver?code=003300
건축자재,44,부산산업 ,0.76,220.35,1.67,0.28,27.82,https://finance.naver.com/item/main.naver?code=011390
건축자재,44,한일현대시멘트 ,12.69,10.79,1.36,5.00,27.82,https://finance.naver.com/item/main.naver?code=006390
건축자재,44,강남제비스코 ,-5.11,N/A,0.25,2.15,27.82,https://finance.naver.com/item/main.naver?code=000860
건축자재,44,삼일씨엔에스 ,,8.24,0.39,N/A,27.82,https://finance.naver.com/item/main.naver?code=004440
건축자재,44,한솔홈데코 ,0.90,77.78,0.70,1.43,27.82,https://finance.naver.com/item/main.naver?code=025750
건축자재,44,동양2우B ,0.36,"1,066.67",3.20,1.17,27.82,https://finance.naver.com/item/main.naver?code=001527
건축자재,44,모헨즈,4.99,43.74,2.13,N/A,27.82,https://finance.naver.com/item/main.naver?code=006920
건축자재,44,삼화페인트 ,2.42,28.72,0.59,1.31,27.82,https://finance.naver.com/item/main.naver?code=000390
건축자재,44,일신석재 ,0.58,373.75,2.18,N/A,27.82,https://finance.naver.com/item/main.naver?code=007110
건축자재,44,라이온켐텍,8.55,18.14,1.43,2.07,27.82,https://finance.naver.com/item/main.naver?code=171120
건축자재,44,노루홀딩스우 ,0.92,80.56,0.57,2.24,27.82,https://finance.naver.com/item/main.naver?code=000325
건축자재,44,벽산 ,0.43,180.33,0.65,0.37,27.82,https://finance.naver.com/item/main.naver?code=007210
건축자재,44,유진기업,7.77,4.55,0.31,4.33,27.82,https://finance.naver.com/item/main.naver?code=023410
건축자재,44,동양우 ,0.36,525.83,1.58,1.43,27.82,https://finance.naver.com/item/main.naver?code=001525
건축자재,44,동양파일,0.53,112.81,0.61,N/A,27.82,https://finance.naver.com/item/main.naver?code=228340
건축자재,44,SG,-2.70,N/A,0.86,N/A,27.82,https://finance.naver.com/item/main.naver?code=255220
건축자재,44,한일시멘트 ,5.12,14.76,0.74,3.58,27.82,https://finance.naver.com/item/main.naver?code=300720
건축자재,44,성신양회 ,4.35,15.11,0.63,1.90,27.82,https://finance.naver.com/item/main.naver?code=004980
건축자재,44,삼표시멘트,3.77,18.63,0.69,1.80,27.82,https://finance.naver.com/item/main.naver?code=038500
건축자재,44,유니온 ,11.69,5.80,0.65,2.01,27.82,https://finance.naver.com/item/main.naver?code=000910
건축자재,44,고려시멘트,3.78,28.16,0.95,0.44,27.82,https://finance.naver.com/item/main.naver?code=198440
건축자재,44,노루페인트우 ,4.99,18.37,0.90,1.79,27.82,https://finance.naver.com/item/main.naver?code=090355
건축자재,44,KH 건설,-31.48,N/A,0.59,N/A,27.82,https://finance.naver.com/item/main.naver?code=226360
건축자재,44,동화기업,7.15,31.83,1.94,N/A,27.82,https://finance.naver.com/item/main.naver?code=025900
건축자재,44,성신양회우 ,4.35,21.01,0.88,1.71,27.82,https://finance.naver.com/item/main.naver?code=004985
건축자재,44,제이엠멀티 ,N/A,N/A,N/A,N/A,N/A,https://finance.naver.com/item/main.naver?code=254160
소프트웨어,59,알티캐스트,-23.41,N/A,0.98,N/A,32.09,https://finance.naver.com/item/main.naver?code=085810
소프트웨어,59,엠로,,26.24,3.72,N/A,32.09,https://finance.naver.com/item/main.naver?code=058970
소프트웨어,59,미디어젠,-7.78,N/A,2.99,N/A,32.09,https://finance.naver.com/item/main.naver?code=279600
소프트웨어,59,웹케시,16.60,18.98,2.68,0.52,32.09,https://finance.naver.com/item/main.naver?code=053580
소프트웨어,59,오비고,,N/A,6.30,N/A,32.09,https://finance.naver.com/item/main.naver?code=352910
소프트웨어,59,디어유,,N/A,6.37,N/A,32.09,https://finance.naver.com/item/main.naver?code=376300
소프트웨어,59,네이블,10.81,18.27,1.84,N/A,32.09,https://finance.naver.com/item/main.naver?code=153460
소프트웨어,59,MDS테크,-4.00,N/A,1.16,N/A,32.09,https://finance.naver.com/item/main.naver?code=086960
소프트웨어,59,비즈니스온,8.69,34.75,3.03,2.38,32.09,https://finance.naver.com/item/main.naver?code=138580
소프트웨어,59,SGA솔루션즈,-4.93,N/A,1.28,N/A,32.09,https://finance.naver.com/item/main.naver?code=184230
소프트웨어,59,파수,37.47,15.70,4.79,N/A,32.09,https://finance.naver.com/item/main.naver?code=150900
소프트웨어,59,디지캡,0.03,"2,010.00",0.89,N/A,32.09,https://finance.naver.com/item/main.naver?code=197140
소프트웨어,59,라온시큐어,-13.34,N/A,3.64,N/A,32.09,https://finance.naver.com/item/main.naver?code=042510
소프트웨어,59,바이브컴퍼니,-37.46,N/A,5.36,N/A,32.09,https://finance.naver.com/item/main.naver?code=301300
소프트웨어,59,투비소프트,-60.62,N/A,1.41,N/A,32.09,https://finance.naver.com/item/main.naver?code=079970
소프트웨어,59,휴네시온,41.28,3.39,1.15,0.83,32.09,https://finance.naver.com/item/main.naver?code=290270
소프트웨어,59,위세아이텍,23.97,12.73,2.68,1.23,32.09,https://finance.naver.com/item/main.naver?code=065370
소프트웨어,59,에스에스알,7.39,20.26,1.44,N/A,32.09,https://finance.naver.com/item/main.naver?code=275630
소프트웨어,59,이니텍,4.40,12.25,0.62,0.52,32.09,https://finance.naver.com/item/main.naver?code=053350
소프트웨어,59,폴라리스오피스,3.37,41.18,1.31,N/A,32.09,https://finance.naver.com/item/main.naver?code=041020
소프트웨어,59,디모아,3.01,48.65,1.39,N/A,32.09,https://finance.naver.com/item/main.naver?code=016670
소프트웨어,59,이스트소프트,4.95,35.71,1.49,N/A,32.09,https://finance.naver.com/item/main.naver?code=047560
소프트웨어,59,엑셈,15.69,10.80,1.56,N/A,32.09,https://finance.naver.com/item/main.naver?code=205100
소프트웨어,59,이글루,13.36,8.27,0.94,2.81,32.09,https://finance.naver.com/item/main.naver?code=067920
소프트웨어,59,텔코웨어 ,2.11,43.08,0.53,5.11,32.09,https://finance.naver.com/item/main.naver?code=078000
소프트웨어,59,케이사인,7.48,28.21,2.03,0.76,32.09,https://finance.naver.com/item/main.naver?code=192250
소프트웨어,59,네오리진,-16.81,N/A,1.84,N/A,32.09,https://finance.naver.com/item/main.naver?code=094860
소프트웨어,59,더존비즈온 ,9.18,26.42,2.20,1.31,32.09,https://finance.naver.com/item/main.naver?code=012510
소프트웨어,59,브레인즈컴퍼니,,12.58,1.70,0.74,32.09,https://finance.naver.com/item/main.naver?code=099390
소프트웨어,59,플랜티넷,6.44,10.67,0.62,3.87,32.09,https://finance.naver.com/item/main.naver?code=075130
소프트웨어,59,시큐브,12.99,11.54,1.33,1.99,32.09,https://finance.naver.com/item/main.naver?code=131090
소프트웨어,59,링크제니시스,5.81,35.31,1.94,N/A,32.09,https://finance.naver.com/item/main.naver?code=219420
소프트웨어,59,누리플렉스,14.90,7.00,0.91,N/A,32.09,https://finance.naver.com/item/main.naver?code=040160
소프트웨어,59,SGA,11.65,8.97,0.93,N/A,32.09,https://finance.naver.com/item/main.naver?code=049470
소프트웨어,59,아톤,3.65,72.58,2.45,N/A,32.09,https://finance.naver.com/item/main.naver?code=158430
소프트웨어,59,포시에스,10.15,10.55,1.01,1.35,32.09,https://finance.naver.com/item/main.naver?code=189690
소프트웨어,59,알서포트,30.95,11.19,2.97,0.85,32.09,https://finance.naver.com/item/main.naver?code=131370
소프트웨어,59,지란지교시큐리티,-15.57,N/A,1.26,N/A,32.09,https://finance.naver.com/item/main.naver?code=208350
소프트웨어,59,핸디소프트,,22.82,1.43,N/A,32.09,https://finance.naver.com/item/main.naver?code=220180
소프트웨어,59,비트나인,,76.26,3.18,N/A,32.09,https://finance.naver.com/item/main.naver?code=357880
소프트웨어,59,키네마스터,-20.68,N/A,6.27,N/A,32.09,https://finance.naver.com/item/main.naver?code=139670
소프트웨어,59,코난테크놀로지,,52.03,8.19,N/A,32.09,https://finance.naver.com/item/main.naver?code=402030
소프트웨어,59,한컴위드,4.15,26.90,0.97,N/A,32.09,https://finance.naver.com/item/main.naver?code=054920
소프트웨어,59,소프트캠프,8.11,40.41,2.99,N/A,32.09,https://finance.naver.com/item/main.naver?code=258790
소프트웨어,59,안랩,4.36,84.27,3.18,1.27,32.09,https://finance.naver.com/item/main.naver?code=053800
소프트웨어,59,모바일리더,43.38,3.42,1.01,N/A,32.09,https://finance.naver.com/item/main.naver?code=100030
소프트웨어,59,한글과컴퓨터,7.66,19.15,1.38,N/A,32.09,https://finance.naver.com/item/main.naver?code=030520
소프트웨어,59,맥스트,-23.97,N/A,6.69,N/A,32.09,https://finance.naver.com/item/main.naver?code=377030
소프트웨어,59,윈스,15.05,8.63,1.12,3.52,32.09,https://finance.naver.com/item/main.naver?code=136540
소프트웨어,59,알체라,-68.11,N/A,12.72,N/A,32.09,https://finance.naver.com/item/main.naver?code=347860
소프트웨어,59,아이퀘스트,10.67,19.21,1.96,1.12,32.09,https://finance.naver.com/item/main.naver?code=262840
소프트웨어,59,스코넥,-25.92,N/A,4.97,N/A,32.09,https://finance.naver.com/item/main.naver?code=276040
소프트웨어,59,오상자이엘,11.07,14.48,1.51,N/A,32.09,https://finance.naver.com/item/main.naver?code=053980
소프트웨어,59,세중,5.18,16.13,0.61,N/A,32.09,https://finance.naver.com/item/main.naver?code=039310
소프트웨어,59,모아데이타,,40.46,2.04,N/A,32.09,https://finance.naver.com/item/main.naver?code=288980
소프트웨어,59,라온피플,-7.24,N/A,2.35,N/A,32.09,https://finance.naver.com/item/main.naver?code=300120
소프트웨어,59,영림원소프트랩,22.89,10.03,2.09,1.11,32.09,https://finance.naver.com/item/main.naver?code=060850
소프트웨어,59,지니언스,16.87,12.74,1.87,1.33,32.09,https://finance.naver.com/item/main.naver?code=263860
소프트웨어,59,비플라이소프트,,N/A,17.05,N/A,32.09,https://finance.naver.com/item/main.naver?code=148780
백화점과일반상점,12,신세계 ,10.92,5.44,0.57,1.34,4.36,https://finance.naver.com/item/main.naver?code=004170
백화점과일반상점,12,베뉴지,8.78,4.74,0.33,1.28,4.36,https://finance.naver.com/item/main.naver?code=019010
백화점과일반상점,12,광주신세계 ,7.71,4.63,0.34,5.14,4.36,https://finance.naver.com/item/main.naver?code=037710
백화점과일반상점,12,GS리테일 ,25.64,3.21,0.63,4.85,4.36,https://finance.naver.com/item/main.naver?code=007070
백화점과일반상점,12,세이브존I&C; ,0.95,26.92,0.24,1.04,4.36,https://finance.naver.com/item/main.naver?code=067830
백화점과일반상점,12,롯데쇼핑 ,-1.16,N/A,0.29,2.79,4.36,https://finance.naver.com/item/main.naver?code=023530
백화점과일반상점,12,이마트 ,17.45,1.60,0.25,1.99,4.36,https://finance.naver.com/item/main.naver?code=139480
백화점과일반상점,12,BGF ,3.17,8.07,0.25,2.65,4.36,https://finance.naver.com/item/main.naver?code=027410
백화점과일반상점,12,현대백화점 ,4.84,6.91,0.31,1.74,4.36,https://finance.naver.com/item/main.naver?code=069960
백화점과일반상점,12,대구백화점 ,-1.84,N/A,0.38,0.91,4.36,https://finance.naver.com/item/main.naver?code=006370
백화점과일반상점,12,JTC,-118.27,N/A,3.97,N/A,4.36,https://finance.naver.com/item/main.naver?code=950170
백화점과일반상점,12,BGF리테일 ,21.61,16.48,3.30,1.87,4.36,https://finance.naver.com/item/main.naver?code=282330
식품,89,푸드나무,-1.24,N/A,2.97,0.13,12.4,https://finance.naver.com/item/main.naver?code=290720
식품,89,한일사료,-1.21,N/A,4.21,0.37,12.4,https://finance.naver.com/item/main.naver?code=005860
식품,89,삼양사 ,3.50,10.10,0.33,3.01,12.4,https://finance.naver.com/item/main.naver?code=145990
식품,89,롯데제과 ,2.65,23.89,0.61,1.30,12.4,https://finance.naver.com/item/main.naver?code=280360
식품,89,크라운제과우 ,14.09,7.09,0.91,1.99,12.4,https://finance.naver.com/item/main.naver?code=26490K
식품,89,CJ씨푸드1우 ,2.46,614.89,14.87,N/A,12.4,https://finance.naver.com/item/main.naver?code=011155
식품,89,팜스토리,2.43,59.89,1.42,0.93,12.4,https://finance.naver.com/item/main.naver?code=027710
식품,89,사조산업 ,12.69,4.04,0.48,0.65,12.4,https://finance.naver.com/item/main.naver?code=007160
식품,89,사조동아원 ,-1.98,N/A,0.92,N/A,12.4,https://finance.naver.com/item/main.naver?code=008040
식품,89,롯데지주 ,4.87,12.79,0.41,3.69,12.4,https://finance.naver.com/item/main.naver?code=004990
식품,89,신라에스지,5.35,52.61,2.73,N/A,12.4,https://finance.naver.com/item/main.naver?code=025870
식품,89,사조씨푸드 ,4.53,9.90,0.44,1.00,12.4,https://finance.naver.com/item/main.naver?code=014710
식품,89,이지홀딩스,3.96,12.45,0.47,1.31,12.4,https://finance.naver.com/item/main.naver?code=035810
식품,89,크라운해태홀딩스우 ,2.04,30.49,0.60,0.89,12.4,https://finance.naver.com/item/main.naver?code=005745
식품,89,CJ씨푸드 ,2.46,72.02,1.74,N/A,12.4,https://finance.naver.com/item/main.naver?code=011150
식품,89,이지바이오,,16.54,3.80,1.57,12.4,https://finance.naver.com/item/main.naver?code=353810
식품,89,대한제분 ,1.89,14.64,0.27,1.72,12.4,https://finance.naver.com/item/main.naver?code=001130
식품,89,해태제과식품 ,-2.29,N/A,0.74,2.76,12.4,https://finance.naver.com/item/main.naver?code=101530
식품,89,삼양사우 ,3.50,8.19,0.27,3.86,12.4,https://finance.naver.com/item/main.naver?code=145995
식품,89,교촌에프앤비 ,14.06,11.86,1.58,2.63,12.4,https://finance.naver.com/item/main.naver?code=339770
식품,89,신라교역 ,9.40,3.63,0.32,4.29,12.4,https://finance.naver.com/item/main.naver?code=004970
식품,89,사조오양 ,8.52,5.29,0.44,2.12,12.4,https://finance.naver.com/item/main.naver?code=006090
식품,89,마니커 ,-73.58,N/A,1.97,N/A,12.4,https://finance.naver.com/item/main.naver?code=027740
식품,89,우양,2.38,56.54,1.33,N/A,12.4,https://finance.naver.com/item/main.naver?code=103840
식품,89,고려산업 ,-1.50,N/A,1.51,0.63,12.4,https://finance.naver.com/item/main.naver?code=002140
식품,89,케이씨피드,6.26,17.56,1.01,1.08,12.4,https://finance.naver.com/item/main.naver?code=025880
식품,89,크라운해태홀딩스 ,2.04,19.33,0.38,1.34,12.4,https://finance.naver.com/item/main.naver?code=005740
식품,89,롯데지주우 ,4.87,16.17,0.51,3.02,12.4,https://finance.naver.com/item/main.naver?code=00499K
식품,89,푸드웰,5.52,13.54,0.69,1.38,12.4,https://finance.naver.com/item/main.naver?code=005670
식품,89,CJ제일제당 우 ,10.36,4.39,0.41,2.90,12.4,https://finance.naver.com/item/main.naver?code=097955
식품,89,남양유업우 ,-7.63,N/A,0.23,0.49,12.4,https://finance.naver.com/item/main.naver?code=003925
식품,89,정다운,15.46,6.53,0.96,4.22,12.4,https://finance.naver.com/item/main.naver?code=208140
식품,89,동서 ,8.27,21.22,1.71,2.83,12.4,https://finance.naver.com/item/main.naver?code=026960
식품,89,우성 ,-4.52,N/A,0.40,0.57,12.4,https://finance.naver.com/item/main.naver?code=006980
식품,89,사조대림 ,15.00,3.97,0.45,1.08,12.4,https://finance.naver.com/item/main.naver?code=003960
식품,89,CJ제일제당 ,10.36,10.46,0.98,1.21,12.4,https://finance.naver.com/item/main.naver?code=097950
식품,89,매일홀딩스,13.73,2.90,0.34,1.66,12.4,https://finance.naver.com/item/main.naver?code=005990
식품,89,체리부로,-56.46,N/A,1.13,N/A,12.4,https://finance.naver.com/item/main.naver?code=066360
식품,89,동원F&B; ,7.46,10.27,0.75,2.20,12.4,https://finance.naver.com/item/main.naver?code=049770
식품,89,웰바이오텍 ,-18.40,N/A,2.36,N/A,12.4,https://finance.naver.com/item/main.naver?code=010600
식품,89,서울식품 ,-10.66,N/A,3.54,N/A,12.4,https://finance.naver.com/item/main.naver?code=004410
식품,89,대주산업,7.16,26.04,1.70,0.96,12.4,https://finance.naver.com/item/main.naver?code=003310
식품,89,보락 ,4.44,50.00,2.18,0.29,12.4,https://finance.naver.com/item/main.naver?code=002760
식품,89,풀무원 ,1.96,63.82,1.17,0.74,12.4,https://finance.naver.com/item/main.naver?code=017810
식품,89,크라운제과 ,14.09,5.22,0.67,2.68,12.4,https://finance.naver.com/item/main.naver?code=264900
식품,89,남양유업 ,-7.63,N/A,0.41,0.26,12.4,https://finance.naver.com/item/main.naver?code=003920
식품,89,인산가,15.06,10.05,1.34,3.98,12.4,https://finance.naver.com/item/main.naver?code=277410
