종목명,현재가,전일비,등락률,거래량,거래대금,전일거래량,업종명,조회일자,종목코드,매출액,영업이익,당기순이익,영업이익률,순이익률,EPS(원)_x,PER(배)_x,상장주식수,동일업종 PER,동일업종 등락률,코스피/코스닥,시가총액(억원),시가총액순위(전처리),PER(배)_y,EPS(원)_y,PBR(배),BPS(원),배당수익률%
대원미디어 *,14050.0,500.0,+3.69%,32999.0,459.0,57079.0,방송과엔터테인먼트,2022-09-20,048910,689.0,49.0,,7.11,,262.0,51.65,12578946,31.95,+1.39%,코스닥,1767,466,19.04,738,1.73,8103.0,
LG헬로비전,5150.0,160.0,+3.21%,902560.0,4703.0,342007.0,방송과엔터테인먼트,2022-09-20,037560,2794.0,136.0,,4.88,,110.0,45.47,77446865,31.95,+1.39%,코스피,3989,376,12.72,405,0.6,8530.0,2.14
IHQ,580.0,18.0,+3.20%,396382.0,228.0,631988.0,방송과엔터테인먼트,2022-09-20,003560,,,,,,,,173527645,31.95,+1.39%,코스피,1006,809,,-136,0.77,752.0,
위지윅스튜디오 *,22300.0,550.0,+2.53%,164779.0,3672.0,243250.0,방송과엔터테인먼트,2022-09-20,299900,493.0,65.0,68.0,13.18,13.79,84.0,258.36,42762221,31.95,+1.39%,코스닥,9536,52,,-483,5.4,4133.0,
NEW *,6770.0,150.0,+2.27%,52697.0,355.0,110233.0,방송과엔터테인먼트,2022-09-20,160550,,,,,,,,27906106,31.95,+1.39%,코스닥,1889,433,,-682,1.43,4746.0,
키이스트 *,7910.0,170.0,+2.20%,19432.0,153.0,49061.0,방송과엔터테인먼트,2022-09-20,054780,,,,,,,,19547793,31.95,+1.39%,코스닥,1546,558,143.82,55,2.28,3475.0,
애니플러스 *,2455.0,50.0,+2.08%,79165.0,194.0,105106.0,방송과엔터테인먼트,2022-09-20,310200,134.0,36.0,32.0,27.15,23.82,,,34738898,31.95,+1.39%,코스닥,853,951,5.23,469,1.67,1474.0,
덱스터 *,12800.0,250.0,+1.99%,128621.0,1655.0,210252.0,방송과엔터테인먼트,2022-09-20,206560,197.0,19.0,16.0,9.64,8.12,63.0,199.31,25410336,31.95,+1.39%,코스닥,3253,223,,-343,6.27,2040.0,
삼화네트웍스 *,3055.0,55.0,+1.83%,182002.0,556.0,353147.0,방송과엔터테인먼트,2022-09-20,046390,,,,,,,,43172933,31.95,+1.39%,코스닥,1319,665,8.51,359,2.32,1317.0,
티비씨 *,1225.0,20.0,+1.66%,434820.0,530.0,845779.0,방송과엔터테인먼트,2022-09-20,033830,,,,,,,,100000000,31.95,+1.39%,코스닥,1225,702,24.02,51,0.98,1246.0,1.06
JYP Ent. *,62300.0,1000.0,+1.63%,230792.0,14277.0,476046.0,방송과엔터테인먼트,2022-09-20,035900,844.0,273.0,220.0,32.4,26.02,578.0,106.15,35497492,31.95,+1.39%,코스닥,22115,10,26.8,2325,7.76,8027.0,0.59
아이오케이 *,598.0,9.0,+1.53%,256969.0,153.0,543210.0,방송과엔터테인먼트,2022-09-20,078860,,,,,,,,96126472,31.95,+1.39%,코스닥,575,1227,,-425,0.41,1463.0,
초록뱀미디어 *,14000.0,200.0,+1.45%,36370.0,507.0,97318.0,방송과엔터테인먼트,2022-09-20,047820,,,,,,,,21712702,31.95,+1.39%,코스닥,3040,239,,-46,1.18,11903.0,
SBS,36800.0,500.0,+1.38%,31019.0,1145.0,43390.0,방송과엔터테인먼트,2022-09-20,034120,2600.0,466.0,,17.93,,1879.0,19.32,18252582,31.95,+1.39%,코스피,6717,285,4.74,7758,0.89,41353.0,2.72
CJ CGV,18550.0,250.0,+1.37%,99728.0,1846.0,154836.0,방송과엔터테인먼트,2022-09-20,079160,3653.0,241.0,,6.59,,-147.0,-124.81,47707887,31.95,+1.39%,코스피,8850,235,,-6721,17.35,1069.0,
스카이라이프,8490.0,110.0,+1.31%,38303.0,326.0,66016.0,방송과엔터테인먼트,2022-09-20,053210,2545.0,162.0,102.0,6.38,3.99,261.0,32.06,47821966,31.95,+1.39%,코스피,4060,371,7.13,1190,0.49,17208.0,4.12
SM Life Design *,2475.0,30.0,+1.23%,5822271.0,14741.0,2359279.0,방송과엔터테인먼트,2022-09-20,063440,,,,,,,,45729154,31.95,+1.39%,코스닥,1132,750,,-27,2.3,1077.0,
YG PLUS,5420.0,60.0,+1.12%,311533.0,1680.0,488753.0,방송과엔터테인먼트,2022-09-20,037270,,,,,,,,63429410,31.95,+1.39%,코스피,3438,424,13.97,388,2.5,2170.0,
티와이홀딩스우,14350.0,150.0,+1.06%,511.0,7.0,2058.0,방송과엔터테인먼트,2022-09-20,36328K,810.0,10.0,306.0,1.23,37.78,586.0,25.07,1255338,31.95,+1.39%,코스피,180,1310,5.83,2461,0.36,39323.0,
판타지오 *,596.0,6.0,+1.02%,301715.0,179.0,417434.0,방송과엔터테인먼트,2022-09-20,032800,,,,,,,,96046170,34.93,+1.39%,코스닥,572,1230,,-104,1.45,411.0,
알비더블유 *,15850.0,150.0,+0.96%,19860.0,318.0,46598.0,방송과엔터테인먼트,2022-09-20,361570,,,,,,,,9582193,31.95,+1.39%,코스닥,1519,575,15.82,1002,2.6,6085.0,
스튜디오드래곤 *,70400.0,600.0,+0.86%,35281.0,2479.0,64258.0,방송과엔터테인먼트,2022-09-20,253450,1583.0,212.0,170.0,13.38,10.77,577.0,120.96,30014185,31.95,+1.39%,코스닥,21130,11,38.26,1840,3.13,22458.0,
NHN벅스 *,7340.0,60.0,+0.82%,335540.0,2576.0,102469.0,방송과엔터테인먼트,2022-09-20,104200,,,,,,,,14827550,31.95,+1.39%,코스닥,1088,786,56.03,131,1.34,5482.0,
KNN *,995.0,8.0,+0.81%,738399.0,737.0,1643280.0,방송과엔터테인먼트,2022-09-20,058400,,,,,,,,132429720,31.95,+1.39%,코스닥,1318,666,14.63,68,0.64,1549.0,2.01
바른손이앤에이 *,1005.0,7.0,+0.70%,87538.0,88.0,309771.0,방송과엔터테인먼트,2022-09-20,035620,,,,,,,,74439675,31.95,+1.39%,코스닥,748,1045,,-6,0.75,1337.0,
CJ ENM *,87700.0,600.0,+0.69%,61527.0,5392.0,98572.0,방송과엔터테인먼트,2022-09-20,035760,11520.0,705.0,468.0,6.12,4.06,2479.0,35.13,21929154,31.95,+1.39%,코스닥,19232,14,27.13,3232,0.51,170633.0,2.39
지니뮤직 *,4005.0,20.0,+0.50%,43566.0,175.0,116707.0,방송과엔터테인먼트,2022-09-20,043610,,,,,,,,58115438,31.95,+1.39%,코스닥,2328,340,111.25,36,1.55,2592.0,
드림어스컴퍼니 *,3115.0,15.0,+0.48%,22923.0,71.0,23008.0,방송과엔터테인먼트,2022-09-20,060570,,,,,,,,56859847,31.95,+1.39%,코스닥,1771,463,6.28,496,1.88,1661.0,
SBS콘텐츠허브 *,6570.0,30.0,+0.46%,26834.0,178.0,39160.0,방송과엔터테인먼트,2022-09-20,046140,,,,,,,,21463555,31.95,+1.39%,코스닥,1410,622,9.39,700,0.75,8730.0,1.14
에프엔씨엔터 *,5270.0,20.0,+0.38%,4512.0,24.0,735.0,방송과엔터테인먼트,2022-09-20,173940,,,,,,,,15208397,31.95,+1.39%,코스닥,801,1000,,-425,1.37,3842.0,
포바이포 *,15850.0,50.0,+0.32%,125734.0,2006.0,214196.0,방송과엔터테인먼트,2022-09-20,389140,,,,,,,,10224235,31.95,+1.39%,코스닥,1621,520,27.47,577,2.45,6466.0,
스카이이앤엠 *,3105.0,10.0,+0.32%,5740.0,18.0,26631.0,방송과엔터테인먼트,2022-09-20,131100,,,,,,,,26833204,31.95,+1.39%,코스닥,833,975,,-1245,1.08,2877.0,
KX *,7000.0,20.0,+0.29%,21857.0,152.0,37681.0,방송과엔터테인먼트,2022-09-20,122450,,,,,,,,45335964,31.95,+1.39%,코스닥,3174,228,11.01,636,1.27,5521.0,
래몽래인 *,19850.0,50.0,+0.25%,20145.0,404.0,37872.0,방송과엔터테인먼트,2022-09-20,200350,,,,,,,,6258519,31.95,+1.39%,코스닥,1242,692,140.78,141,2.84,6996.0,
쇼박스 *,4850.0,5.0,+0.10%,423907.0,2079.0,504644.0,방송과엔터테인먼트,2022-09-20,086980,,,,,,,,62638000,31.95,+1.39%,코스닥,3038,240,151.56,32,2.23,2172.0,
갤럭시아에스엠,1950.0,0.0,0.00%,191264.0,376.0,373826.0,방송과엔터테인먼트,2022-09-20,011420,,,,,,,,27549644,31.95,+1.39%,코스피,537,1013,10.48,186,1.62,1206.0,
아센디오,1095.0,0.0,0.00%,107270.0,117.0,238625.0,방송과엔터테인먼트,2022-09-20,012170,,,,,,,,80509196,31.95,+1.39%,코스피,882,864,,-111,2.11,519.0,
하이브,157500.0,0.0,0.00%,116279.0,18431.0,293981.0,방송과엔터테인먼트,2022-09-20,352820,4069.0,594.0,484.0,14.61,11.89,1243.0,126.71,41353387,31.95,+1.39%,코스피,65132,50,27.75,5675,2.09,75283.0,
아리온 *,275.0,0.0,0.00%,0.0,0.0,0.0,방송과엔터테인먼트,2022-09-20,058220,,,,,,,,38974244,31.95,+1.39%,코스닥,107,1548,,-18072,,-8399.0,
제이웨이 *,2160.0,0.0,0.00%,0.0,0.0,0.0,방송과엔터테인먼트,2022-09-20,058420,,,,,,,,3610839,31.95,+1.39%,코스닥,78,1569,,-1432,,-1040.0,
에이스토리 *,22600.0,0.0,0.00%,65991.0,1490.0,112079.0,방송과엔터테인먼트,2022-09-20,241840,,,,,,,,9539994,31.95,+1.39%,코스닥,2156,379,17.19,1315,3.45,6543.0,
레드로버 *,1830.0,0.0,0.00%,0.0,0.0,0.0,방송과엔터테인먼트,2022-09-20,060300,,,,,,,,29231297,31.95,+1.39%,코스닥,535,1265,,-581,6.54,280.0,
씨씨에스 *,494.0,0.0,0.00%,322430.0,165.0,91546.0,방송과엔터테인먼트,2022-09-20,066790,,,,,,,,56025056,31.95,+1.39%,코스닥,277,1485,,-3,1.04,474.0,
초록뱀컴퍼니 *,681.0,2.0,-0.29%,194923.0,133.0,339793.0,방송과엔터테인먼트,2022-09-20,052300,,,,,,,,115080002,31.95,+1.39%,코스닥,784,1015,1.11,614,0.29,2372.0,
티와이홀딩스,14600.0,100.0,-0.68%,31751.0,462.0,63460.0,방송과엔터테인먼트,2022-09-20,363280,810.0,10.0,306.0,1.23,37.78,586.0,25.07,50929268,31.95,+1.39%,코스피,7436,270,5.93,2461,0.37,39323.0,
와이지엔터테인먼트 *,51900.0,600.0,-1.14%,299066.0,15631.0,395513.0,방송과엔터테인먼트,2022-09-20,122870,1243.0,202.0,147.0,16.25,11.79,640.0,82.03,18648709,31.95,+1.39%,코스닥,9679,50,114.07,455,2.5,20751.0,0.48
코퍼스코리아 *,2150.0,30.0,-1.38%,175773.0,382.0,74907.0,방송과엔터테인먼트,2022-09-20,322780,,,,,,,,35755674,31.95,+1.39%,코스닥,769,1026,16.41,131,1.56,1376.0,0.7
콘텐트리중앙,34000.0,650.0,-1.88%,142798.0,4891.0,174374.0,방송과엔터테인먼트,2022-09-20,036420,2538.0,126.0,41.0,4.98,1.6,436.0,79.56,19172319,31.95,+1.39%,코스피,6519,292,,-1856,3.86,8808.0,
스튜디오산타클로스 *,7160.0,200.0,-2.72%,98701.0,715.0,81067.0,방송과엔터테인먼트,2022-09-20,204630,,,,,,,,10324760,31.95,+1.39%,코스닥,739,1053,70.89,101,1.01,7089.0,
